filename,unique_id,Total,chromosome,ecDNA,MIA_total,TP,TP_partial,FN,FP,ref_total
NCIH2170_HIGH_HER2_R1_G0_2501_46_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_46,116,4,112,37,17,17,82,3,116
NCIH2170_LOW_HER2_R1_G2_24_10_19_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_19_Merge(RGB),223,4,219,77,49,16,158,12,223
NCIH2170_HIGH_HER2_R1_G0_2501_47_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_47,55,2,53,29,16,8,31,5,55
NCIH2170_HIGH_HER2_R1_G0_2501_11_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_11,251,0,251,30,1,10,240,19,251
NCIH2170_HIGH_HER2_R1_G2_24_10_65_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_65_Merge(RGB),367,13,354,173,85,68,214,20,367
NCIH2170_LOW_HER2_R1_G1_2404_46_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_46_Merge(RGB),143,23,120,59,36,17,90,6,143
NCIH2170_LOW_HER2_R1_G2_24_10_3_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_3_Merge(RGB),142,5,137,64,38,16,88,10,142
NCIH2170_HIGH_HER2_R1_G2_24_10_105B_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_105B_Merge(RGB),155,5,150,83,51,24,80,8,155
NCIH2170_TOTAL_HER2_R1_G0_2501_119_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_119,159,5,154,43,14,26,119,3,159
NCIH2170_HIGH_HER2_R1_G2_24_10_17_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_17_Merge(RGB),546,7,539,383,117,134,295,132,546
NCIH2170_HIGH_HER2_R1_G2_24_10_123_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_123_Merge(RGB),137,5,132,71,13,33,91,25,137
NCIH2170_LOW_HER2_R1_G0_2501_12A_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_12A,105,12,93,33,21,10,74,2,105
NCIH2170_TOTAL_HER2_R1_G2_24_10_78_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_78_Merge(RGB),524,1,523,165,71,86,367,8,524
NCIH2170_LOW_HER2_R1_G1_2404_49_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_49_Merge(RGB),219,1,218,200,99,57,63,44,219
NCIH2170_TOTAL_HER2_R1_G1_2404_73_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_73_Merge(RGB),81,6,75,24,10,8,63,6,81
NCIH2170_HIGH_HER2_R1_G1_2404_S2_44_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_44_Merge(RGB),378,0,378,140,61,48,269,31,378
NCIH2170_HIGH_HER2_R1_G1_2404_S2_84_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_84_Merge(RGB),438,9,429,325,209,59,170,57,438
NCIH2170_HIGH_HER2_R1_G1_2404_S2_82_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_82_Merge(RGB),161,0,161,170,64,38,59,68,161
NCIH2170_TOTAL_HER2_R1_G1_2404_30_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_30_Merge(RGB),297,0,297,186,114,58,125,14,297
NCIH2170_HIGH_HER2_R1_G0_2501_105_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_105,144,0,144,31,15,16,113,0,144
NCIH2170_LOW_HER2_R1_G1_2404_33_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_33_Merge(RGB),232,3,229,157,71,52,109,34,232
NCIH2170_LOW_HER2_R1_G2_24_10_12_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_12_Merge(RGB),312,5,307,89,55,25,232,9,312
NCIH2170_HIGH_HER2_R1_G1_2404_S2_21_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_21_Merge(RGB),234,58,176,51,21,24,189,6,234
NCIH2170_HIGH_HER2_R1_G0_2501_31_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_31,147,1,146,77,34,27,86,16,147
NCIH2170_TOTAL_HER2_R1_G2_24_10_88_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_88_Merge(RGB),181,0,181,85,61,18,102,6,181
NCIH2170_LOW_HER2_R1_G0_2501_103_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_103,194,17,177,71,21,32,141,18,194
NCIH2170_LOW_HER2_R1_G1_2404_62_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_62_Merge(RGB),217,2,215,119,40,54,123,25,217
NCIH2170_TOTAL_HER2_R1_G2_24_10_54_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_54_Merge(RGB),272,19,253,124,57,41,174,26,272
NCIH2170_TOTAL_HER2_R1_G2_24_10_94_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_94_Merge(RGB),304,1,303,64,30,27,247,7,304
NCIH2170_LOW_HER2_R1_G2_24_10_64_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_64_Merge(RGB),597,8,589,127,59,59,479,9,597
NCIH2170_TOTAL_HER2_R1_G2_24_10_68_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_68_Merge(RGB),402,0,402,102,31,54,317,17,402
NCIH2170_HIGH_HER2_R1_G0_2501_76_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_76,131,12,119,17,7,9,115,1,131
NCIH2170_TOTAL_HER2_R1_G0_2501_109A_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_109A,255,0,255,63,14,48,193,1,255
NCIH2170_TOTAL_HER2_R1_G1_2404_114_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_114_Merge(RGB),221,4,217,104,61,24,136,19,221
NCIH2170_HIGH_HER2_R1_G1_2404_S2_25_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_25_Merge(RGB),122,5,117,71,36,22,64,13,122
NCIH2170_HIGH_HER2_R1_G2_24_10_97_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_97_Merge(RGB),202,42,160,131,74,33,95,24,202
NCIH2170_HIGH_HER2_R1_G0_2501_4_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_4,198,7,191,32,0,15,183,17,198
NCIH2170_HIGH_HER2_R1_G0_2501_104_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_104,281,14,267,54,22,29,230,3,281
NCIH2170_HIGH_HER2_R1_G2_24_10_70_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_70_Merge(RGB),115,3,112,42,16,18,81,8,115
NCIH2170_TOTAL_HER2_R1_G0_2501_7_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_7,154,15,139,37,0,21,133,16,154
NCIH2170_HIGH_HER2_R1_G0_2501_84_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_84,195,2,193,49,13,31,151,5,195
NCIH2170_TOTAL_HER2_R1_G2_24_10_99_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_99_Merge(RGB),561,2,559,166,30,111,420,25,561
NCIH2170_HIGH_HER2_R1_G1_2404_S2_26_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_26_Merge(RGB),419,14,405,196,95,61,263,40,419
NCIH2170_TOTAL_HER2_R1_G2_24_10_105_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_105_Merge(RGB),436,1,435,72,21,46,369,5,436
NCIH2170_LOW_HER2_R1_G0_2501_13_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_13,228,5,223,101,50,44,134,7,228
NCIH2170_LOW_HER2_R1_G2_24_10_14_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_14_Merge(RGB),89,9,80,50,40,6,43,4,89
NCIH2170_TOTAL_HER2_R1_G0_2501_108_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_108,178,0,178,39,19,17,142,3,178
NCIH2170_TOTAL_HER2_R1_G2_24_10_57_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_57_Merge(RGB),486,2,484,182,77,79,330,26,486
NCIH2170_LOW_HER2_R1_G2_24_10_58_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_58_Merge(RGB),703,0,703,286,193,60,450,33,703
NCIH2170_TOTAL_HER2_R1_G0_2501_5_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_5,126,9,117,42,0,5,121,37,126
NCIH2170_LOW_HER2_R1_G1_2404_64_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_64_Merge(RGB),182,3,179,100,54,30,98,16,182
NCIH2170_LOW_HER2_R1_G0_2501_101_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_101,206,0,206,74,30,31,145,13,206
NCIH2170_HIGH_HER2_R1_G2_24_10_92_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_92_Merge(RGB),144,38,106,89,34,26,84,29,144
NCIH2170_TOTAL_HER2_R1_G2_24_10_47_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_47_Merge(RGB),164,1,163,64,29,28,107,7,164
NCIH2170_TOTAL_HER2_R1_G1_2404_23_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_23_Merge(RGB),212,4,208,139,71,37,104,31,212
NCIH2170_LOW_HER2_R1_G0_2501_85_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_85,175,6,169,22,2,16,157,4,175
NCIH2170_HIGH_HER2_R1_G0_2501_30_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_30,283,2,281,80,19,51,213,10,283
NCIH2170_TOTAL_HER2_R1_G1_2404_40_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_40_Merge(RGB),133,14,119,66,43,16,74,7,133
NCIH2170_TOTAL_HER2_R1_G2_24_10_50_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_50_Merge(RGB),166,12,154,64,15,25,126,24,166
NCIH2170_TOTAL_HER2_R1_G1_2404_62_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_62_Merge(RGB),87,2,85,68,50,9,28,9,87
NCIH2170_LOW_HER2_R1_G0_2501_128_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_128,212,19,193,31,11,18,183,2,212
NCIH2170_HIGH_HER2_R1_G0_2501_54_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_54,227,18,209,23,6,17,204,0,227
NCIH2170_HIGH_HER2_R1_G2_24_10_42_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_42_Merge(RGB),132,8,124,74,37,22,73,15,132
NCIH2170_HIGH_HER2_R1_G1_2404_S2_107_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_107_Merge(RGB),147,0,147,94,70,16,61,8,147
NCIH2170_LOW_HER2_R1_G0_2501_18_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_18,354,3,351,159,43,107,204,9,354
NCIH2170_LOW_HER2_R1_G0_2501_65_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_65,132,6,126,16,9,6,117,1,132
NCIH2170_TOTAL_HER2_R1_G2_24_10_128_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_128_Merge(RGB),402,0,402,136,83,51,268,2,402
NCIH2170_LOW_HER2_R1_G0_2501_97_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_97,127,0,127,62,31,17,79,14,127
NCIH2170_TOTAL_HER2_R1_G2_24_10_35_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_35_Merge(RGB),324,9,315,69,13,47,264,9,324
NCIH2170_HIGH_HER2_R1_G1_2404_S2_72_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_72_Merge(RGB),421,16,405,75,28,41,352,6,421
NCIH2170_LOW_HER2_R1_G2_24_10_6_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_6_Merge(RGB),159,3,156,24,13,11,135,0,159
NCIH2170_TOTAL_HER2_R1_G0_2501_73_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_73,211,0,211,72,36,28,147,8,211
NCIH2170_HIGH_HER2_R1_G0_2501_103_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_103,132,4,128,44,18,20,94,6,132
NCIH2170_TOTAL_HER2_R1_G2_24_10_41_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_41_Merge(RGB),114,0,114,48,23,9,82,16,114
NCIH2170_HIGH_HER2_R1_G1_2404_S2_127_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_127_Merge(RGB),107,1,106,79,38,16,53,25,107
NCIH2170_HIGH_HER2_R1_G1_2404_S2_101_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_101_Merge(RGB),169,0,169,74,35,21,113,18,169
NCIH2170_HIGH_HER2_R1_G2_24_10_126_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_126_Merge(RGB),202,8,194,64,10,42,150,12,202
NCIH2170_HIGH_HER2_R1_G2_24_10_116_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_116_Merge(RGB),375,4,371,90,43,40,292,7,375
NCIH2170_LOW_HER2_R1_G1_2404_82_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_82_Merge(RGB),229,15,214,193,61,68,100,64,229
NCIH2170_HIGH_HER2_R1_G2_24_10_61_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_61_Merge(RGB),154,20,134,59,17,18,119,24,154
NCIH2170_HIGH_HER2_R1_G1_2404_S2_20_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_20_Merge(RGB),299,1,298,192,117,51,131,24,299
NCIH2170_TOTAL_HER2_R1_G0_2501_52_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_52,124,1,123,21,10,8,106,3,124
NCIH2170_TOTAL_HER2_R1_G0_2501_31_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_31,172,1,171,41,23,17,132,1,172
NCIH2170_HIGH_HER2_R1_G2_24_10_108B_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_108B_Merge(RGB),58,1,57,28,13,8,37,7,58
NCIH2170_TOTAL_HER2_R1_G2_24_10_122_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_122_Merge(RGB),432,1,431,122,84,27,321,11,432
NCIH2170_TOTAL_HER2_R1_G1_2404_52_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_52_Merge(RGB),194,2,192,134,81,29,84,24,194
NCIH2170_HIGH_HER2_R1_G0_2501_79_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_79,252,3,249,90,37,41,174,12,252
NCIH2170_TOTAL_HER2_R1_G2_24_10_9_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_9_Merge(RGB),450,1,449,134,28,82,340,24,450
NCIH2170_TOTAL_HER2_R1_G0_2501_70_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_70,170,0,170,94,52,31,87,11,170
NCIH2170_HIGH_HER2_R1_G2_24_10_84_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_84_Merge(RGB),141,15,126,30,12,13,116,5,141
NCIH2170_TOTAL_HER2_R1_G0_2501_57_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_57,187,0,187,66,21,35,131,10,187
NCIH2170_LOW_HER2_R1_G2_24_10_62_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_62_Merge(RGB),154,24,130,65,41,12,101,12,154
NCIH2170_TOTAL_HER2_R1_G0_2501_114A_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_114A,181,8,173,74,27,40,114,7,181
NCIH2170_TOTAL_HER2_R1_G2_24_10_27_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_27_Merge(RGB),66,7,59,39,19,12,35,8,66
NCIH2170_HIGH_HER2_R1_G0_2501_43_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_43,229,2,227,58,16,38,175,4,229
NCIH2170_TOTAL_HER2_R1_G0_2501_117_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_117,236,11,225,46,23,23,190,0,236
NCIH2170_HIGH_HER2_R1_G1_2404_S2_92_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_92_Merge(RGB),87,0,87,16,12,4,71,0,87
NCIH2170_LOW_HER2_R1_G0_2501_43_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_43,100,1,99,53,19,19,62,15,100
NCIH2170_LOW_HER2_R1_G0_2501_48_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_48,130,8,122,59,29,22,79,8,130
NCIH2170_LOW_HER2_R1_G1_2404_76_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_76_Merge(RGB),157,3,154,133,51,37,69,45,157
NCIH2170_HIGH_HER2_R1_G2_24_10_80_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_80_Merge(RGB),230,12,218,64,17,44,169,3,230
NCIH2170_HIGH_HER2_R1_G1_2404_S2_52_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_52_Merge(RGB),117,4,113,51,21,22,74,8,117
NCIH2170_TOTAL_HER2_R1_G0_2501_61_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_61,227,0,227,89,35,48,144,6,227
NCIH2170_HIGH_HER2_R1_G1_2404_S2_12_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_12_Merge(RGB),238,10,228,111,51,34,153,26,238
NCIH2170_HIGH_HER2_R1_G0_2501_69_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_69,137,5,132,55,20,24,93,11,137
NCIH2170_TOTAL_HER2_R1_G1_2404_91_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_91_Merge(RGB),157,14,143,59,30,21,106,8,157
NCIH2170_HIGH_HER2_R1_G1_2404_S2_19_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_19_Merge(RGB),89,4,85,53,16,17,56,20,89
NCIH2170_LOW_HER2_R1_G2_24_10_93B_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_93B_Merge(RGB),162,0,162,68,30,24,108,14,162
NCIH2170_TOTAL_HER2_R1_G1_2404_65_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_65_Merge(RGB),143,2,141,130,64,24,55,42,143
NCIH2170_TOTAL_HER2_R1_G2_24_10_43_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_43_Merge(RGB),247,34,213,65,37,19,191,9,247
NCIH2170_TOTAL_HER2_R1_G1_2404_20_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_20_Merge(RGB),156,2,154,143,85,22,49,36,156
NCIH2170_HIGH_HER2_R1_G0_2501_15B_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_15B,143,2,141,90,57,22,64,11,143
NCIH2170_HIGH_HER2_R1_G2_24_10_100_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_100_Merge(RGB),121,33,88,79,33,32,56,14,121
NCIH2170_TOTAL_HER2_R1_G0_2501_76_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_76,241,6,235,44,13,25,203,6,241
NCIH2170_HIGH_HER2_R1_G1_2404_S2_125_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_125_Merge(RGB),70,1,69,38,16,11,43,11,70
NCIH2170_TOTAL_HER2_R1_G0_2501_62_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_62,289,4,285,85,29,54,206,2,289
NCIH2170_HIGH_HER2_R1_G1_2404_S2_95_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_95_Merge(RGB),124,0,124,43,27,10,87,6,124
NCIH2170_HIGH_HER2_R1_G0_2501_95_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_95,152,2,150,51,8,25,119,18,152
NCIH2170_TOTAL_HER2_R1_G2_24_10_91_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_91_Merge(RGB),481,0,481,14,3,9,469,2,481
NCIH2170_HIGH_HER2_R1_G1_2404_S2_74_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_74_Merge(RGB),118,0,118,62,26,18,74,18,118
NCIH2170_HIGH_HER2_R1_G1_2404_S2_59_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_59_Merge(RGB),157,16,141,53,26,20,111,7,157
NCIH2170_TOTAL_HER2_R1_G1_2404_14_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_14_Merge(RGB),82,0,82,97,38,16,28,43,82
NCIH2170_LOW_HER2_R1_G2_24_10_86_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_86_Merge(RGB),174,0,174,113,55,45,74,13,174
NCIH2170_HIGH_HER2_R1_G2_24_10_93_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_93_Merge(RGB),277,32,245,166,62,77,138,27,277
NCIH2170_LOW_HER2_R1_G1_2404_17_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_17_Merge(RGB),139,2,137,98,35,29,75,34,139
NCIH2170_LOW_HER2_R1_G2_24_10_100_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_100_Merge(RGB),194,6,188,59,32,18,144,9,194
NCIH2170_HIGH_HER2_R1_G2_24_10_16_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_16_Merge(RGB),384,15,369,124,91,27,266,6,384
NCIH2170_LOW_HER2_R1_G2_24_10_13_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_13_Merge(RGB),161,14,147,36,11,17,133,8,161
NCIH2170_LOW_HER2_R1_G2_24_10_92_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_92_Merge(RGB),151,16,135,37,20,6,125,11,151
NCIH2170_HIGH_HER2_R1_G1_2404_S2_113_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_113_Merge(RGB),411,1,410,278,103,120,188,55,411
NCIH2170_HIGH_HER2_R1_G0_2501_86_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_86,236,3,233,49,15,30,191,4,236
NCIH2170_HIGH_HER2_R1_G2_24_10_88_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_88_Merge(RGB),164,12,152,58,30,26,108,2,164
NCIH2170_TOTAL_HER2_R1_G2_24_10_118_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_118_Merge(RGB),94,0,94,43,21,17,56,5,94
NCIH2170_HIGH_HER2_R1_G2_24_10_98_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_98_Merge(RGB),273,42,231,230,101,74,98,55,273
NCIH2170_LOW_HER2_R1_G2_24_10_38_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_38_Merge(RGB),79,9,70,66,19,8,52,39,79
NCIH2170_LOW_HER2_R1_G0_2501_77_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_77,239,6,233,49,12,30,197,7,239
NCIH2170_HIGH_HER2_R1_G1_2404_S2_129_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_129_Merge(RGB),341,11,330,159,104,33,204,22,341
NCIH2170_HIGH_HER2_R1_G0_2501_83_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_83,137,0,137,72,48,18,71,6,137
NCIH2170_HIGH_HER2_R1_G0_2501_68_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_68,217,6,211,37,7,27,183,3,217
NCIH2170_HIGH_HER2_R1_G0_2501_60_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_60,347,0,347,119,53,50,244,16,347
NCIH2170_TOTAL_HER2_R1_G0_2501_118_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_118,73,4,69,25,4,14,55,7,73
NCIH2170_HIGH_HER2_R1_G0_2501_22_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_22,280,2,278,52,25,26,229,1,280
NCIH2170_HIGH_HER2_R1_G2_24_10_87_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_87_Merge(RGB),271,4,267,74,48,22,201,4,271
NCIH2170_HIGH_HER2_R1_G2_24_10_115_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_115_Merge(RGB),191,1,190,59,35,18,138,6,191
NCIH2170_TOTAL_HER2_R1_G0_2501_105_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_105,128,2,126,46,23,18,87,5,128
NCIH2170_LOW_HER2_R1_G0_2501_120_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_120,217,7,210,48,21,24,172,3,217
NCIH2170_LOW_HER2_R1_G1_2404_38_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_38_Merge(RGB),120,12,108,88,43,29,48,16,120
NCIH2170_TOTAL_HER2_R1_G2_24_10_18_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_18_Merge(RGB),318,0,318,66,30,28,260,8,318
NCIH2170_TOTAL_HER2_R1_G1_2404_58_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_58_Merge(RGB),204,0,204,147,51,38,115,58,204
NCIH2170_LOW_HER2_R1_G0_2501_20_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_20,74,7,67,14,6,8,60,0,74
NCIH2170_LOW_HER2_R1_G1_2404_32_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_32_Merge(RGB),308,2,306,193,39,85,184,69,308
NCIH2170_HIGH_HER2_R1_G0_2501_109_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_109,410,2,408,93,49,37,324,7,410
NCIH2170_LOW_HER2_R1_G0_2501_28_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_28,165,10,155,70,38,29,98,3,165
