filename,unique_id,Total,chromosome,ecDNA,MIA_total,TP,TP_partial,FN,FP,ref_total
NCIH2170_HIGH_HER2_R1_G1_2404_S2_48_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_48_Merge(RGB),261,0,261,142,73,37,151,32,261
NCIH2170_TOTAL_HER2_R1_G0_2501_81_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_81,139,0,139,49,18,26,95,5,139
NCIH2170_LOW_HER2_R1_G0_2501_105_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_105,221,21,200,39,12,25,184,2,221
NCIH2170_HIGH_HER2_R1_G0_2501_42_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_42,215,4,211,101,45,34,136,22,215
NCIH2170_HIGH_HER2_R1_G0_2501_57_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_57,179,3,176,50,22,24,133,4,179
NCIH2170_HIGH_HER2_R1_G0_2501_2_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_2,212,2,210,27,3,16,193,8,212
NCIH2170_TOTAL_HER2_R1_G1_2404_82_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_82_Merge(RGB),152,0,152,114,72,18,62,24,152
NCIH2170_HIGH_HER2_R1_G0_2501_26_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_26,222,6,216,50,18,28,176,4,222
NCIH2170_TOTAL_HER2_R1_G1_2404_33_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_33_Merge(RGB),58,0,58,20,15,3,40,2,58
NCIH2170_TOTAL_HER2_R1_G1_2404_124_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_124_Merge(RGB),328,3,325,174,103,32,193,39,328
NCIH2170_LOW_HER2_R1_G0_2501_58_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_58,184,1,183,73,18,36,130,19,184
NCIH2170_TOTAL_HER2_R1_G0_2501_34_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_34,211,22,189,51,15,30,166,6,211
NCIH2170_HIGH_HER2_R1_G2_24_10_58_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_58_Merge(RGB),66,9,57,35,22,6,38,7,66
NCIH2170_TOTAL_HER2_R1_G2_24_10_70_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_70_Merge(RGB),247,2,245,130,64,45,138,21,247
NCIH2170_TOTAL_HER2_R1_G1_2404_36_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_36_Merge(RGB),164,5,159,99,36,26,102,37,164
NCIH2170_TOTAL_HER2_R1_G2_24_10_33_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_33_Merge(RGB),105,20,85,44,13,19,73,12,105
NCIH2170_HIGH_HER2_R1_G0_2501_73_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_73,118,19,99,59,22,15,81,22,118
NCIH2170_HIGH_HER2_R1_G1_2404_S2_83_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_83_Merge(RGB),437,5,432,246,156,63,218,27,437
NCIH2170_HIGH_HER2_R1_G1_2404_S2_86_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_86_Merge(RGB),164,0,164,87,49,22,93,16,164
NCIH2170_TOTAL_HER2_R1_G1_2404_77_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_77_Merge(RGB),137,5,132,65,5,26,106,34,137
NCIH2170_TOTAL_HER2_R1_G1_2404_55_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_55_Merge(RGB),142,9,133,82,32,23,87,27,142
NCIH2170_HIGH_HER2_R1_G0_2501_106_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_106,200,11,189,34,9,25,166,0,200
NCIH2170_TOTAL_HER2_R1_G1_2404_29_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_29_Merge(RGB),112,0,112,44,26,9,77,9,112
NCIH2170_TOTAL_HER2_R1_G1_2404_110_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_110_Merge(RGB),125,0,125,76,35,15,75,26,125
NCIH2170_HIGH_HER2_R1_G0_2501_5_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_5,361,8,353,50,2,29,330,19,361
NCIH2170_LOW_HER2_R1_G0_2501_6_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_6,114,3,111,16,0,5,109,11,114
NCIH2170_LOW_HER2_R1_G0_2501_115_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_115,95,3,92,17,7,7,81,3,95
NCIH2170_HIGH_HER2_R1_G0_2501_28_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_28,437,3,434,47,17,29,391,1,437
NCIH2170_LOW_HER2_R1_G0_2501_108_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_108,108,15,93,44,24,10,74,10,108
NCIH2170_HIGH_HER2_R1_G2_24_10_83_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_83_Merge(RGB),250,1,249,100,33,50,167,17,250
NCIH2170_HIGH_HER2_R1_G1_2404_S2_106_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_106_Merge(RGB),230,0,230,86,35,34,161,17,230
NCIH2170_LOW_HER2_R1_G0_2501_104_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_104,172,3,169,33,7,21,144,5,172
NCIH2170_LOW_HER2_R1_G2_24_10_126_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_126_Merge(RGB),276,1,275,89,51,25,200,13,276
NCIH2170_LOW_HER2_R1_G0_2501_4_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_4,139,7,132,10,0,7,132,3,139
NCIH2170_TOTAL_HER2_R1_G0_2501_86_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_86,300,1,299,45,20,23,257,2,300
NCIH2170_TOTAL_HER2_R1_G1_2404_28_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_28_Merge(RGB),82,2,80,50,24,12,46,14,82
NCIH2170_HIGH_HER2_R1_G0_2501_89_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_89,137,18,119,47,20,14,103,13,137
NCIH2170_HIGH_HER2_R1_G1_2404_S2_16_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_16_Merge(RGB),720,3,717,335,168,124,428,43,720
NCIH2170_LOW_HER2_R1_G2_24_10_56_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_56_Merge(RGB),59,14,45,16,8,4,47,4,59
NCIH2170_HIGH_HER2_R1_G0_2501_16_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_16,148,5,143,26,11,14,123,1,148
NCIH2170_HIGH_HER2_R1_G2_24_10_29_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_29_Merge(RGB),372,11,361,144,32,94,246,18,372
NCIH2170_LOW_HER2_R1_G1_2404_12_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_12_Merge(RGB),484,11,473,234,150,55,279,29,484
NCIH2170_TOTAL_HER2_R1_G0_2501_41_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_41,163,17,146,23,7,16,140,0,163
NCIH2170_TOTAL_HER2_R1_G2_24_10_34_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_34_Merge(RGB),230,6,224,85,26,33,171,26,230
NCIH2170_LOW_HER2_R1_G2_24_10_127_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_127_Merge(RGB),156,2,154,89,40,27,89,22,156
NCIH2170_LOW_HER2_R1_G0_2501_81_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_81,74,0,74,14,5,8,61,1,74
NCIH2170_HIGH_HER2_R1_G2_24_10_79_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_79_Merge(RGB),97,10,87,46,17,15,65,14,97
NCIH2170_TOTAL_HER2_R1_G0_2501_59_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_59,132,5,127,60,27,29,76,4,132
NCIH2170_LOW_HER2_R1_G0_2501_67_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_67,165,19,146,35,11,23,131,1,165
NCIH2170_HIGH_HER2_R1_G1_2404_S2_88_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_88_Merge(RGB),420,2,418,266,136,95,189,35,420
NCIH2170_LOW_HER2_R1_G0_2501_40_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_40,86,5,81,42,11,24,51,7,86
NCIH2170_LOW_HER2_R1_G2_24_10_54_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_54_Merge(RGB),100,1,99,62,42,10,48,10,100
NCIH2170_HIGH_HER2_R1_G0_2501_75_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_75,148,4,144,48,21,19,108,8,148
NCIH2170_TOTAL_HER2_R1_G2_24_10_72_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_72_Merge(RGB),219,2,217,93,43,30,146,20,219
NCIH2170_TOTAL_HER2_R1_G1_2404_61_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_61_Merge(RGB),185,9,176,122,49,49,87,24,185
NCIH2170_LOW_HER2_R1_G2_24_10_99A_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_99A_Merge(RGB),166,8,158,46,30,12,124,4,166
NCIH2170_LOW_HER2_R1_G0_2501_125_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_125,154,6,148,47,16,20,118,11,154
NCIH2170_HIGH_HER2_R1_G1_2404_S2_27_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_27_Merge(RGB),212,1,211,40,13,21,178,6,212
NCIH2170_TOTAL_HER2_R1_G2_24_10_58_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_58_Merge(RGB),169,8,161,29,7,18,144,4,169
NCIH2170_LOW_HER2_R1_G2_24_10_57B_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_57B_Merge(RGB),76,4,72,39,20,10,46,9,76
NCIH2170_TOTAL_HER2_R1_G1_2404_66_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_66_Merge(RGB),58,0,58,41,21,3,34,17,58
NCIH2170_HIGH_HER2_R1_G2_24_10_66_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_66_Merge(RGB),316,63,253,68,41,21,254,6,316
NCIH2170_LOW_HER2_R1_G0_2501_39_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_39,46,2,44,24,6,9,31,9,46
NCIH2170_LOW_HER2_R1_G1_2404_6_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_6_Merge(RGB),364,0,364,210,78,92,194,40,364
NCIH2170_LOW_HER2_R1_G0_2501_129_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_129,106,2,104,36,17,13,76,6,106
NCIH2170_LOW_HER2_R1_G1_2404_81_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_81_Merge(RGB),130,1,129,118,39,42,49,37,130
NCIH2170_LOW_HER2_R1_G0_2501_22_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_22,124,3,121,35,21,13,90,1,124
NCIH2170_TOTAL_HER2_R1_G0_2501_56A_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_56A,142,36,106,35,19,16,107,0,142
NCIH2170_HIGH_HER2_R1_G2_24_10_56_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_56_Merge(RGB),323,5,318,112,62,37,224,13,323
NCIH2170_LOW_HER2_R1_G2_24_10_107_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_107_Merge(RGB),175,1,174,64,26,27,122,11,175
NCIH2170_TOTAL_HER2_R1_G0_2501_14_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_14,156,15,141,28,9,18,129,1,156
NCIH2170_HIGH_HER2_R1_G1_2404_S2_42_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_42_Merge(RGB),166,1,165,54,25,21,120,8,166
NCIH2170_LOW_HER2_R1_G1_2404_21_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_21_Merge(RGB),55,0,55,51,39,3,13,9,55
NCIH2170_TOTAL_HER2_R1_G1_2404_74_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_74_Merge(RGB),66,2,64,57,21,19,26,17,66
NCIH2170_TOTAL_HER2_R1_G0_2501_19_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_19,126,1,125,25,7,16,103,2,126
NCIH2170_LOW_HER2_R1_G2_24_10_81_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_81_Merge(RGB),115,37,78,44,9,21,85,14,115
NCIH2170_TOTAL_HER2_R1_G0_2501_94_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_94,190,0,190,57,23,31,136,3,190
NCIH2170_TOTAL_HER2_R1_G1_2404_7_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_7_Merge(RGB),142,31,111,44,13,18,111,13,142
NCIH2170_HIGH_HER2_R1_G1_2404_S2_102_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_102_Merge(RGB),202,0,202,86,50,24,128,12,202
NCIH2170_HIGH_HER2_R1_G0_2501_115_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_115,387,4,383,186,69,92,226,25,387
NCIH2170_TOTAL_HER2_R1_G0_2501_104_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_104,146,0,146,64,22,37,87,5,146
NCIH2170_TOTAL_HER2_R1_G1_2404_119_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_119_Merge(RGB),60,6,54,33,15,7,38,11,60
NCIH2170_TOTAL_HER2_R1_G2_24_10_1_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_1_Merge(RGB),82,1,81,92,35,16,31,41,82
NCIH2170_TOTAL_HER2_R1_G2_24_10_116_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_116_Merge(RGB),461,0,461,121,69,39,353,13,461
NCIH2170_HIGH_HER2_R1_G2_24_10_1_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_1_Merge(RGB),230,49,181,89,42,42,146,5,230
NCIH2170_LOW_HER2_R1_G1_2404_29_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_29_Merge(RGB),53,0,53,50,15,17,21,18,53
NCIH2170_HIGH_HER2_R1_G0_2501_55_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_55,263,9,254,64,23,33,207,8,263
NCIH2170_TOTAL_HER2_R1_G1_2404_79_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_79_Merge(RGB),264,53,211,106,32,42,190,32,264
NCIH2170_TOTAL_HER2_R1_G2_24_10_63_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_63_Merge(RGB),213,0,213,82,54,18,141,10,213
NCIH2170_HIGH_HER2_R1_G0_2501_27_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_27,92,4,88,36,21,12,59,3,92
NCIH2170_HIGH_HER2_R1_G1_2404_S2_58_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_58_Merge(RGB),114,8,106,42,29,11,74,2,114
NCIH2170_TOTAL_HER2_R1_G2_24_10_52_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_52_Merge(RGB),273,0,273,153,46,67,160,40,273
NCIH2170_TOTAL_HER2_R1_G1_2404_34_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_34_Merge(RGB),89,4,85,40,13,14,62,13,89
NCIH2170_TOTAL_HER2_R1_G1_2404_54_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_54_Merge(RGB),119,14,105,77,38,18,63,21,119
NCIH2170_LOW_HER2_R1_G0_2501_21_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_21,127,16,111,25,11,12,104,2,127
NCIH2170_LOW_HER2_R1_G2_24_10_2_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_2_Merge(RGB),286,0,286,81,37,34,215,10,286
NCIH2170_LOW_HER2_R1_G2_24_10_32_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_32_Merge(RGB),355,7,348,139,76,26,253,37,355
NCIH2170_LOW_HER2_R1_G0_2501_42_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_42,129,18,111,55,25,24,80,6,129
NCIH2170_HIGH_HER2_R1_G1_2404_S2_51_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_51_Merge(RGB),260,0,260,139,97,23,140,19,260
NCIH2170_HIGH_HER2_R1_G0_2501_65_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_65,156,5,151,35,21,14,121,0,156
NCIH2170_HIGH_HER2_R1_G1_2404_S2_70_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_70_Merge(RGB),389,8,381,118,52,46,291,20,389
NCIH2170_HIGH_HER2_R1_G0_2501_23_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_23,343,7,336,102,47,49,247,6,343
NCIH2170_LOW_HER2_R1_G2_24_10_1_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_1_Merge(RGB),186,3,183,65,29,26,131,10,186
NCIH2170_HIGH_HER2_R1_G0_2501_129_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_129,143,8,135,51,23,24,96,4,143
NCIH2170_TOTAL_HER2_R1_G2_24_10_12_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_12_Merge(RGB),235,6,229,103,28,56,151,19,235
NCIH2170_HIGH_HER2_R1_G1_2404_S2_66_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_66_Merge(RGB),137,2,135,87,41,28,68,18,137
NCIH2170_LOW_HER2_R1_G2_24_10_102_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_102_Merge(RGB),203,8,195,73,31,29,143,13,203
NCIH2170_TOTAL_HER2_R1_G2_24_10_129_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_129_Merge(RGB),258,1,257,83,30,36,192,17,258
NCIH2170_LOW_HER2_R1_G2_24_10_118_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_118_Merge(RGB),177,10,167,50,20,24,133,6,177
NCIH2170_TOTAL_HER2_R1_G0_2501_1_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_1,110,1,109,102,1,36,73,65,110
NCIH2170_TOTAL_HER2_R1_G0_2501_25_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_25,88,0,88,23,10,8,70,5,88
NCIH2170_HIGH_HER2_R1_G0_2501_25_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_25,133,6,127,16,5,11,117,0,133
NCIH2170_TOTAL_HER2_R1_G0_2501_47B_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_47B,73,0,73,20,11,8,54,1,73
NCIH2170_HIGH_HER2_R1_G0_2501_49_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_49,183,17,166,69,25,32,126,12,183
NCIH2170_HIGH_HER2_R1_G2_24_10_36C_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_36C_Merge(RGB),268,6,262,117,59,42,167,16,268
NCIH2170_LOW_HER2_R1_G2_24_10_15_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_15_Merge(RGB),148,0,148,26,8,10,130,8,148
NCIH2170_TOTAL_HER2_R1_G2_24_10_79_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_79_Merge(RGB),250,0,250,67,49,13,188,5,250
NCIH2170_TOTAL_HER2_R1_G2_24_10_125_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_125_Merge(RGB),470,11,459,98,50,39,381,9,470
NCIH2170_HIGH_HER2_R1_G0_2501_1_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_1,239,2,237,30,0,25,214,5,239
NCIH2170_TOTAL_HER2_R1_G1_2404_123_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_123_Merge(RGB),219,8,211,162,114,24,81,24,219
NCIH2170_HIGH_HER2_R1_G0_2501_114_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_114,167,10,157,53,14,35,118,4,167
NCIH2170_HIGH_HER2_R1_G0_2501_125_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_125,231,6,225,78,18,48,165,12,231
NCIH2170_HIGH_HER2_R1_G2_24_10_75_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_75_Merge(RGB),220,24,196,107,62,27,131,18,220
NCIH2170_HIGH_HER2_R1_G1_2404_S2_33_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_33_Merge(RGB),74,0,74,3,1,1,72,1,74
NCIH2170_TOTAL_HER2_R1_G1_2404_63_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_63_Merge(RGB),192,12,180,126,86,17,89,23,192
NCIH2170_TOTAL_HER2_R1_G0_2501_107A_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_107A,128,27,101,57,30,19,79,8,128
NCIH2170_LOW_HER2_R1_G0_2501_74_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_74,103,9,94,25,9,13,81,3,103
NCIH2170_LOW_HER2_R1_G1_2404_73_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_73_Merge(RGB),267,6,261,65,34,22,211,9,267
NCIH2170_TOTAL_HER2_R1_G1_2404_47_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_47_Merge(RGB),190,0,190,133,55,41,94,37,190
NCIH2170_LOW_HER2_R1_G0_2501_126_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_126,128,1,127,38,17,19,92,2,128
NCIH2170_TOTAL_HER2_R1_G0_2501_55_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_55,143,0,143,22,10,11,122,1,143
NCIH2170_LOW_HER2_R1_G1_2404_19_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_19_Merge(RGB),52,0,52,23,17,3,32,3,52
NCIH2170_TOTAL_HER2_R1_G2_24_10_86_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_86_Merge(RGB),159,0,159,86,58,22,79,6,159
NCIH2170_HIGH_HER2_R1_G0_2501_37_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_37,130,9,121,41,17,21,92,3,130
NCIH2170_TOTAL_HER2_R1_G0_2501_58_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_58,286,4,282,86,33,47,206,6,286
NCIH2170_LOW_HER2_R1_G0_2501_99_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_99,155,19,136,47,21,19,115,7,155
NCIH2170_LOW_HER2_R1_G0_2501_35_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_35,185,16,169,48,20,22,143,6,185
NCIH2170_TOTAL_HER2_R1_G1_2404_109_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_109_Merge(RGB),158,2,156,60,33,15,110,12,158
NCIH2170_HIGH_HER2_R1_G2_24_10_110_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_110_Merge(RGB),255,1,254,65,35,22,198,8,255
NCIH2170_TOTAL_HER2_R1_G0_2501_46_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_46,198,0,198,58,20,36,142,2,198
NCIH2170_TOTAL_HER2_R1_G0_2501_77_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_77,180,5,175,49,23,22,135,4,180
NCIH2170_LOW_HER2_R1_G0_2501_32_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_32,67,7,60,34,18,7,42,9,67
NCIH2170_LOW_HER2_R1_G2_24_10_115_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_115_Merge(RGB),182,6,176,52,27,23,132,2,182
NCIH2170_HIGH_HER2_R1_G1_2404_S2_63_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_63_Merge(RGB),95,3,92,46,18,16,61,12,95
NCIH2170_LOW_HER2_R1_G0_2501_7_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_7,54,1,53,117,1,29,24,87,54
NCIH2170_TOTAL_HER2_R1_G1_2404_49_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_49_Merge(RGB),426,0,426,223,72,68,286,83,426
NCIH2170_TOTAL_HER2_R1_G0_2501_82_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_82,132,0,132,49,24,21,87,4,132
NCIH2170_LOW_HER2_R1_G2_24_10_33_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_33_Merge(RGB),230,23,207,45,13,22,195,10,230
NCIH2170_HIGH_HER2_R1_G0_2501_41_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_41,116,2,114,24,7,13,96,4,116
NCIH2170_HIGH_HER2_R1_G2_24_10_72_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_72_Merge(RGB),434,19,415,112,79,26,329,7,434
NCIH2170_TOTAL_HER2_R1_G0_2501_40_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_40,236,19,217,36,15,20,201,1,236
NCIH2170_HIGH_HER2_R1_G1_2404_S2_114_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_114_Merge(RGB),163,0,163,167,90,24,49,53,163
NCIH2170_HIGH_HER2_R1_G2_24_10_129_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_129_Merge(RGB),132,10,122,59,28,24,80,7,132
NCIH2170_TOTAL_HER2_R1_G1_2404_16_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_16_Merge(RGB),463,2,461,227,115,72,276,40,463
